,ground_J=0,-J_term,M^2,N,J,Delta,Ms,ground,index
418304,-2.000000000000001,-5.551020408163265,1.0,8.0,0.6938775510204082,0.2857142857142857,0.0,-7.551020408163266,11111111
418560,-2.0000000000000018,-5.7142857142857135,1.0,8.0,0.7142857142857142,0.2857142857142857,0.0,-7.714285714285714,00000000
418816,-2.000000000000001,-5.877551020408162,1.0,8.0,0.7346938775510203,0.2857142857142857,0.0,-7.8775510204081645,11111111
419072,-2.0,-6.040816326530613,1.0,8.0,0.7551020408163265,0.2857142857142857,0.0,-8.040816326530612,11111111
419328,-2.0000000000000004,-6.204081632653061,1.0,8.0,0.7755102040816326,0.2857142857142857,0.0,-8.204081632653061,11111111
419584,-2.0000000000000004,-6.367346938775508,1.0,8.0,0.7959183673469387,0.2857142857142857,0.0,-8.36734693877551,11111111
419840,-2.0000000000000004,-6.530612244897957,1.0,8.0,0.8163265306122448,0.2857142857142857,0.0,-8.530612244897961,11111111
420096,-2.0000000000000018,-6.693877551020408,1.0,8.0,0.836734693877551,0.2857142857142857,0.0,-8.69387755102041,00000000
420352,-2.0,-6.857142857142858,1.0,8.0,0.8571428571428571,0.2857142857142857,0.0,-8.857142857142854,11111111
420608,-2.000000000000001,-7.020408163265307,1.0,8.0,0.8775510204081632,0.2857142857142857,0.0,-9.020408163265307,00000000
420864,-2.0,-7.183673469387754,1.0,8.0,0.8979591836734693,0.2857142857142857,0.0,-9.183673469387754,11111111
421120,-2.0000000000000027,-7.3469387755102025,1.0,8.0,0.9183673469387754,0.2857142857142857,0.0,-9.346938775510207,00000000
421376,-2.0000000000000004,-7.5102040816326525,1.0,8.0,0.9387755102040816,0.2857142857142857,0.0,-9.510204081632653,11111111
421632,-2.0,-7.6734693877551035,1.0,8.0,0.9591836734693876,0.2857142857142857,0.0,-9.673469387755102,11111111
421888,-2.0000000000000004,-7.83673469387755,1.0,8.0,0.979591836734694,0.2857142857142857,0.0,-9.83673469387755,11111111
422144,-2.0000000000000018,-8.0,1.0,8.0,1.0,0.2857142857142857,0.0,-10.000000000000002,11111111
422400,-2.6530612244897966,0.0,0.0,8.0,0.0,0.32653061224489793,1.0,-2.6530612244897966,01010101
422656,-2.653061224489796,0.16326530612244894,0.0,8.0,0.020408163265306117,0.32653061224489793,1.0,-2.4897959183673466,01010101
422912,-2.4420237106952793,-0.0,0.25,8.0,0.040816326530612235,0.32653061224489793,0.25,-2.4420237106952793,11110101
423168,-2.265358269057128,-0.24489795918367346,0.5625,8.0,0.061224489795918366,0.32653061224489793,0.0625,-2.510256228240801,01111111
423425,-2.0,-0.6530612244897959,1.0,8.0,0.08163265306122447,0.32653061224489793,0.0,-2.653061224489796,11111111
423680,-2.0000000000000013,-0.8163265306122448,1.0,8.0,0.1020408163265306,0.32653061224489793,0.0,-2.8163265306122462,11111111
423936,-2.000000000000001,-0.979591836734694,1.0,8.0,0.12244897959183673,0.32653061224489793,0.0,-2.979591836734695,00000000
424192,-2.000000000000001,-1.1428571428571428,1.0,8.0,0.14285714285714285,0.32653061224489793,0.0,-3.142857142857144,00000000
424448,-2.0,-1.3061224489795915,1.0,8.0,0.16326530612244894,0.32653061224489793,0.0,-3.3061224489795915,11111111
424704,-2.000000000000001,-1.469387755102041,1.0,8.0,0.18367346938775508,0.32653061224489793,0.0,-3.4693877551020416,11111111
424960,-2.0000000000000004,-1.6326530612244896,1.0,8.0,0.2040816326530612,0.32653061224489793,0.0,-3.6326530612244903,11111111
425216,-2.0,-1.7959183673469383,1.0,8.0,0.22448979591836726,0.32653061224489793,0.0,-3.795918367346938,11111111
425472,-2.000000000000001,-1.959183673469388,1.0,8.0,0.24489795918367346,0.32653061224489793,0.0,-3.9591836734693886,11111111
425728,-2.0000000000000013,-2.1224489795918364,1.0,8.0,0.26530612244897955,0.32653061224489793,0.0,-4.122448979591837,00000000
425984,-2.0,-2.2857142857142856,1.0,8.0,0.2857142857142857,0.32653061224489793,0.0,-4.285714285714286,11111111
426240,-2.0000000000000004,-2.4489795918367343,1.0,8.0,0.3061224489795918,0.32653061224489793,0.0,-4.448979591836736,11111111
426496,-2.0,-2.6122448979591835,1.0,8.0,0.32653061224489793,0.32653061224489793,0.0,-4.612244897959183,11111111
426752,-2.0000000000000013,-2.7755102040816326,1.0,8.0,0.3469387755102041,0.32653061224489793,0.0,-4.775510204081634,11111111
427008,-2.0000000000000004,-2.9387755102040813,1.0,8.0,0.36734693877551017,0.32653061224489793,0.0,-4.938775510204081,11111111
427264,-2.0000000000000004,-3.1020408163265305,1.0,8.0,0.3877551020408163,0.32653061224489793,0.0,-5.1020408163265305,00000000
427520,-2.0,-3.2653061224489783,1.0,8.0,0.4081632653061224,0.32653061224489793,0.0,-5.2653061224489806,11111111
427776,-2.0000000000000013,-3.4285714285714284,1.0,8.0,0.42857142857142855,0.32653061224489793,0.0,-5.428571428571429,00000000
428032,-2.0000000000000004,-3.591836734693877,1.0,8.0,0.4489795918367345,0.32653061224489793,0.0,-5.591836734693878,11111111
428288,-1.9999999999999996,-3.7551020408163263,1.0,8.0,0.4693877551020408,0.32653061224489793,0.0,-5.755102040816325,11111111
428544,-2.000000000000001,-3.918367346938776,1.0,8.0,0.4897959183673469,0.32653061224489793,0.0,-5.918367346938775,11111111
428800,-2.0000000000000004,-4.081632653061225,1.0,8.0,0.5102040816326531,0.32653061224489793,0.0,-6.0816326530612255,11111111
429056,-2.0000000000000018,-4.244897959183673,1.0,8.0,0.5306122448979591,0.32653061224489793,0.0,-6.244897959183675,11111111
429312,-2.000000000000001,-4.408163265306122,1.0,8.0,0.5510204081632653,0.32653061224489793,0.0,-6.408163265306122,11111111
429568,-2.0000000000000018,-4.571428571428571,1.0,8.0,0.5714285714285714,0.32653061224489793,0.0,-6.571428571428572,11111111
429824,-2.0000000000000004,-4.7346938775510194,1.0,8.0,0.5918367346938775,0.32653061224489793,0.0,-6.7346938775510194,11111111
430080,-2.0000000000000004,-4.897959183673469,1.0,8.0,0.6122448979591836,0.32653061224489793,0.0,-6.8979591836734695,00000000
430336,-2.0000000000000004,-5.061224489795918,1.0,8.0,0.6326530612244897,0.32653061224489793,0.0,-7.061224489795919,00000000
430592,-2.0,-5.224489795918367,1.0,8.0,0.6530612244897959,0.32653061224489793,0.0,-7.224489795918367,11111111
430848,-2.0000000000000004,-5.387755102040817,1.0,8.0,0.6734693877551021,0.32653061224489793,0.0,-7.387755102040818,11111111
431104,-2.0,-5.551020408163265,1.0,8.0,0.6938775510204082,0.32653061224489793,0.0,-7.551020408163265,11111111
431360,-2.000000000000001,-5.7142857142857135,1.0,8.0,0.7142857142857142,0.32653061224489793,0.0,-7.7142857142857135,11111111
431616,-2.000000000000001,-5.877551020408162,1.0,8.0,0.7346938775510203,0.32653061224489793,0.0,-7.8775510204081645,11111111
431872,-2.000000000000001,-6.040816326530613,1.0,8.0,0.7551020408163265,0.32653061224489793,0.0,-8.040816326530612,11111111
432128,-2.0000000000000018,-6.204081632653061,1.0,8.0,0.7755102040816326,0.32653061224489793,0.0,-8.204081632653063,00000000
432384,-2.0,-6.367346938775508,1.0,8.0,0.7959183673469387,0.32653061224489793,0.0,-8.367346938775508,11111111
432640,-2.0000000000000004,-6.530612244897957,1.0,8.0,0.8163265306122448,0.32653061224489793,0.0,-8.530612244897961,11111111
432896,-2.000000000000001,-6.693877551020408,1.0,8.0,0.836734693877551,0.32653061224489793,0.0,-8.693877551020408,00000000
433152,-2.000000000000001,-6.857142857142858,1.0,8.0,0.8571428571428571,0.32653061224489793,0.0,-8.857142857142858,00000000
433408,-2.0000000000000004,-7.020408163265307,1.0,8.0,0.8775510204081632,0.32653061224489793,0.0,-9.020408163265307,11111111
433664,-2.000000000000001,-7.183673469387754,1.0,8.0,0.8979591836734693,0.32653061224489793,0.0,-9.183673469387756,11111111
433920,-2.0,-7.3469387755102025,1.0,8.0,0.9183673469387754,0.32653061224489793,0.0,-9.346938775510203,11111111
434176,-2.000000000000001,-7.5102040816326525,1.0,8.0,0.9387755102040816,0.32653061224489793,0.0,-9.510204081632654,00000000
434432,-2.0000000000000018,-7.6734693877551035,1.0,8.0,0.9591836734693876,0.32653061224489793,0.0,-9.673469387755103,11111111
434688,-2.0000000000000004,-7.83673469387755,1.0,8.0,0.979591836734694,0.32653061224489793,0.0,-9.83673469387755,11111111
434944,-2.0,-8.0,1.0,8.0,1.0,0.32653061224489793,0.0,-10.0,11111111
435200,-2.73469387755102,0.0,0.0,8.0,0.0,0.36734693877551017,1.0,-2.73469387755102,10101010
435456,-2.73469387755102,0.16326530612244894,0.0,8.0,0.020408163265306117,0.36734693877551017,1.0,-2.5714285714285707,01010101
435712,-2.507267404542226,-0.0,0.25,8.0,0.040816326530612235,0.36734693877551017,0.25,-2.507267404542226,10100000
435968,-2.3123052460799403,-0.24489795918367346,0.5625,8.0,0.061224489795918366,0.36734693877551017,0.0625,-2.5572032052636136,00000001
436224,-2.0,-0.6530612244897959,1.0,8.0,0.08163265306122447,0.36734693877551017,0.0,-2.653061224489796,11111111
436480,-2.0000000000000013,-0.8163265306122448,1.0,8.0,0.1020408163265306,0.36734693877551017,0.0,-2.8163265306122462,00000000
436736,-2.0000000000000013,-0.979591836734694,1.0,8.0,0.12244897959183673,0.36734693877551017,0.0,-2.979591836734695,00000000
436992,-2.0000000000000018,-1.1428571428571428,1.0,8.0,0.14285714285714285,0.36734693877551017,0.0,-3.142857142857145,00000000
437248,-2.0,-1.3061224489795915,1.0,8.0,0.16326530612244894,0.36734693877551017,0.0,-3.3061224489795915,11111111
437504,-2.0000000000000018,-1.469387755102041,1.0,8.0,0.18367346938775508,0.36734693877551017,0.0,-3.4693877551020424,00000000
437760,-2.000000000000001,-1.6326530612244896,1.0,8.0,0.2040816326530612,0.36734693877551017,0.0,-3.6326530612244903,00000000
438016,-2.0000000000000004,-1.7959183673469383,1.0,8.0,0.22448979591836726,0.36734693877551017,0.0,-3.795918367346939,11111111
438272,-2.0000000000000018,-1.959183673469388,1.0,8.0,0.24489795918367346,0.36734693877551017,0.0,-3.9591836734693895,11111111
438528,-2.0,-2.1224489795918364,1.0,8.0,0.26530612244897955,0.36734693877551017,0.0,-4.122448979591836,00000000
438784,-2.000000000000001,-2.2857142857142856,1.0,8.0,0.2857142857142857,0.36734693877551017,0.0,-4.285714285714287,00000000
439040,-2.0,-2.4489795918367343,1.0,8.0,0.3061224489795918,0.36734693877551017,0.0,-4.448979591836733,11111111
439296,-2.000000000000001,-2.6122448979591835,1.0,8.0,0.32653061224489793,0.36734693877551017,0.0,-4.612244897959185,11111111
439552,-2.0,-2.7755102040816326,1.0,8.0,0.3469387755102041,0.36734693877551017,0.0,-4.775510204081632,11111111
439808,-2.000000000000001,-2.9387755102040813,1.0,8.0,0.36734693877551017,0.36734693877551017,0.0,-4.938775510204082,11111111
440064,-2.0,-3.1020408163265305,1.0,8.0,0.3877551020408163,0.36734693877551017,0.0,-5.1020408163265305,11111111
440320,-2.0,-3.2653061224489783,1.0,8.0,0.4081632653061224,0.36734693877551017,0.0,-5.2653061224489806,11111111
440576,-2.000000000000002,-3.4285714285714284,1.0,8.0,0.42857142857142855,0.36734693877551017,0.0,-5.4285714285714315,00000000
440832,-2.0,-3.591836734693877,1.0,8.0,0.4489795918367345,0.36734693877551017,0.0,-5.591836734693876,11111111
441088,-2.0000000000000013,-3.7551020408163263,1.0,8.0,0.4693877551020408,0.36734693877551017,0.0,-5.755102040816327,00000000
441344,-2.0000000000000018,-3.918367346938776,1.0,8.0,0.4897959183673469,0.36734693877551017,0.0,-5.918367346938777,11111111
441600,-2.000000000000001,-4.081632653061225,1.0,8.0,0.5102040816326531,0.36734693877551017,0.0,-6.0816326530612255,11111111
441856,-2.0000000000000013,-4.244897959183673,1.0,8.0,0.5306122448979591,0.36734693877551017,0.0,-6.244897959183675,00000000
442112,-2.000000000000001,-4.408163265306122,1.0,8.0,0.5510204081632653,0.36734693877551017,0.0,-6.408163265306122,11111111
442368,-2.0,-4.571428571428571,1.0,8.0,0.5714285714285714,0.36734693877551017,0.0,-6.571428571428571,00000000
442624,-2.0,-4.7346938775510194,1.0,8.0,0.5918367346938775,0.36734693877551017,0.0,-6.7346938775510194,11111111
442880,-2.0000000000000004,-4.897959183673469,1.0,8.0,0.6122448979591836,0.36734693877551017,0.0,-6.8979591836734695,11111111
443136,-2.000000000000001,-5.061224489795918,1.0,8.0,0.6326530612244897,0.36734693877551017,0.0,-7.061224489795919,00000000
443392,-1.9999999999999996,-5.224489795918367,1.0,8.0,0.6530612244897959,0.36734693877551017,0.0,-7.224489795918366,11111111
443648,-2.0,-5.387755102040817,1.0,8.0,0.6734693877551021,0.36734693877551017,0.0,-7.387755102040817,11111111
443904,-2.0,-5.551020408163265,1.0,8.0,0.6938775510204082,0.36734693877551017,0.0,-7.551020408163265,00000000
444160,-2.0,-5.7142857142857135,1.0,8.0,0.7142857142857142,0.36734693877551017,0.0,-7.7142857142857135,11111111
444416,-2.000000000000001,-5.877551020408162,1.0,8.0,0.7346938775510203,0.36734693877551017,0.0,-7.8775510204081645,00000000
444672,-2.0000000000000004,-6.040816326530613,1.0,8.0,0.7551020408163265,0.36734693877551017,0.0,-8.040816326530612,11111111
444928,-2.0000000000000013,-6.204081632653061,1.0,8.0,0.7755102040816326,0.36734693877551017,0.0,-8.204081632653063,11111111
445184,-2.000000000000001,-6.367346938775508,1.0,8.0,0.7959183673469387,0.36734693877551017,0.0,-8.36734693877551,11111111
445440,-2.0000000000000013,-6.530612244897957,1.0,8.0,0.8163265306122448,0.36734693877551017,0.0,-8.530612244897961,11111111
445696,-2.0000000000000013,-6.693877551020408,1.0,8.0,0.836734693877551,0.36734693877551017,0.0,-8.693877551020408,11111111
445952,-2.0,-6.857142857142858,1.0,8.0,0.8571428571428571,0.36734693877551017,0.0,-8.857142857142858,11111111
446208,-2.000000000000001,-7.020408163265307,1.0,8.0,0.8775510204081632,0.36734693877551017,0.0,-9.020408163265307,11111111
446464,-2.0000000000000013,-7.183673469387754,1.0,8.0,0.8979591836734693,0.36734693877551017,0.0,-9.183673469387756,11111111
446720,-1.9999999999999991,-7.3469387755102025,1.0,8.0,0.9183673469387754,0.36734693877551017,0.0,-9.346938775510203,11111111
446976,-2.0000000000000027,-7.5102040816326525,1.0,8.0,0.9387755102040816,0.36734693877551017,0.0,-9.510204081632654,11111111
447232,-2.0,-7.6734693877551035,1.0,8.0,0.9591836734693876,0.36734693877551017,0.0,-9.673469387755102,11111111
447488,-2.0000000000000004,-7.83673469387755,1.0,8.0,0.979591836734694,0.36734693877551017,0.0,-9.83673469387755,11111111
447744,-2.0000000000000013,-8.0,1.0,8.0,1.0,0.36734693877551017,0.0,-10.000000000000002,00000000
448000,-2.8163265306122436,0.0,0.0,8.0,0.0,0.4081632653061224,1.0,-2.8163265306122436,01010101
448256,-2.816326530612246,0.16326530612244894,0.0,8.0,0.020408163265306117,0.4081632653061224,1.0,-2.6530612244897966,10101010
448512,-2.573669608321466,-0.0,0.25,8.0,0.040816326530612235,0.4081632653061224,0.25,-2.573669608321466,00000101
448768,-2.361706436121816,-0.24489795918367346,0.5625,8.0,0.061224489795918366,0.4081632653061224,0.0625,-2.606604395305489,11111101
449024,-2.361706436121815,-0.32653061224489793,0.5625,8.0,0.08163265306122447,0.4081632653061224,0.0625,-2.688237048366713,00000010
449280,-2.0,-0.8163265306122448,1.0,8.0,0.1020408163265306,0.4081632653061224,0.0,-2.8163265306122454,11111111
449536,-2.0000000000000004,-0.979591836734694,1.0,8.0,0.12244897959183673,0.4081632653061224,0.0,-2.9795918367346936,11111111
449792,-2.0000000000000004,-1.1428571428571428,1.0,8.0,0.14285714285714285,0.4081632653061224,0.0,-3.1428571428571432,11111111
450048,-2.0,-1.3061224489795915,1.0,8.0,0.16326530612244894,0.4081632653061224,0.0,-3.3061224489795915,00000000
450304,-2.0000000000000018,-1.469387755102041,1.0,8.0,0.18367346938775508,0.4081632653061224,0.0,-3.4693877551020424,00000000
450560,-2.000000000000001,-1.6326530612244896,1.0,8.0,0.2040816326530612,0.4081632653061224,0.0,-3.6326530612244903,11111111
450816,-2.0000000000000013,-1.7959183673469383,1.0,8.0,0.22448979591836726,0.4081632653061224,0.0,-3.79591836734694,00000000
451072,-2.000000000000001,-1.959183673469388,1.0,8.0,0.24489795918367346,0.4081632653061224,0.0,-3.9591836734693886,11111111
451328,-2.000000000000001,-2.1224489795918364,1.0,8.0,0.26530612244897955,0.4081632653061224,0.0,-4.122448979591837,00000000
451584,-2.0,-2.2857142857142856,1.0,8.0,0.2857142857142857,0.4081632653061224,0.0,-4.285714285714286,11111111
451840,-2.0000000000000004,-2.4489795918367343,1.0,8.0,0.3061224489795918,0.4081632653061224,0.0,-4.448979591836736,11111111
452096,-2.0000000000000004,-2.6122448979591835,1.0,8.0,0.32653061224489793,0.4081632653061224,0.0,-4.612244897959183,11111111
452352,-2.0000000000000004,-2.7755102040816326,1.0,8.0,0.3469387755102041,0.4081632653061224,0.0,-4.775510204081633,11111111
452608,-2.000000000000001,-2.9387755102040813,1.0,8.0,0.36734693877551017,0.4081632653061224,0.0,-4.938775510204082,00000000
452864,-2.000000000000001,-3.1020408163265305,1.0,8.0,0.3877551020408163,0.4081632653061224,0.0,-5.102040816326531,11111111
453120,-2.0000000000000013,-3.2653061224489783,1.0,8.0,0.4081632653061224,0.4081632653061224,0.0,-5.2653061224489806,11111111
453376,-2.0000000000000027,-3.4285714285714284,1.0,8.0,0.42857142857142855,0.4081632653061224,0.0,-5.4285714285714315,11111111
453632,-2.0,-3.591836734693877,1.0,8.0,0.4489795918367345,0.4081632653061224,0.0,-5.591836734693876,11111111
453888,-2.000000000000001,-3.7551020408163263,1.0,8.0,0.4693877551020408,0.4081632653061224,0.0,-5.755102040816327,11111111
454144,-2.0000000000000018,-3.918367346938776,1.0,8.0,0.4897959183673469,0.4081632653061224,0.0,-5.918367346938777,11111111
454400,-2.000000000000001,-4.081632653061225,1.0,8.0,0.5102040816326531,0.4081632653061224,0.0,-6.0816326530612255,00000000
454656,-2.000000000000001,-4.244897959183673,1.0,8.0,0.5306122448979591,0.4081632653061224,0.0,-6.244897959183674,00000000
454912,-2.0000000000000004,-4.408163265306122,1.0,8.0,0.5510204081632653,0.4081632653061224,0.0,-6.408163265306122,11111111
455168,-2.0,-4.571428571428571,1.0,8.0,0.5714285714285714,0.4081632653061224,0.0,-6.571428571428571,11111111
455424,-2.0000000000000018,-4.7346938775510194,1.0,8.0,0.5918367346938775,0.4081632653061224,0.0,-6.734693877551023,00000000
455680,-2.0000000000000004,-4.897959183673469,1.0,8.0,0.6122448979591836,0.4081632653061224,0.0,-6.8979591836734695,11111111
455936,-2.0000000000000004,-5.061224489795918,1.0,8.0,0.6326530612244897,0.4081632653061224,0.0,-7.061224489795919,11111111
456192,-2.0000000000000004,-5.224489795918367,1.0,8.0,0.6530612244897959,0.4081632653061224,0.0,-7.224489795918367,11111111
456448,-2.0000000000000004,-5.387755102040817,1.0,8.0,0.6734693877551021,0.4081632653061224,0.0,-7.387755102040818,11111111
456704,-2.0000000000000004,-5.551020408163265,1.0,8.0,0.6938775510204082,0.4081632653061224,0.0,-7.551020408163266,00000000
456960,-2.000000000000002,-5.7142857142857135,1.0,8.0,0.7142857142857142,0.4081632653061224,0.0,-7.714285714285714,11111111
457216,-2.0000000000000027,-5.877551020408162,1.0,8.0,0.7346938775510203,0.4081632653061224,0.0,-7.877551020408165,11111111
457472,-2.0,-6.040816326530613,1.0,8.0,0.7551020408163265,0.4081632653061224,0.0,-8.040816326530612,11111111
457728,-2.0000000000000018,-6.204081632653061,1.0,8.0,0.7755102040816326,0.4081632653061224,0.0,-8.204081632653063,00000000
457984,-2.000000000000001,-6.367346938775508,1.0,8.0,0.7959183673469387,0.4081632653061224,0.0,-8.36734693877551,11111111
458240,-2.0000000000000013,-6.530612244897957,1.0,8.0,0.8163265306122448,0.4081632653061224,0.0,-8.530612244897961,11111111
458496,-2.0000000000000018,-6.693877551020408,1.0,8.0,0.836734693877551,0.4081632653061224,0.0,-8.69387755102041,11111111
458752,-2.0000000000000004,-6.857142857142858,1.0,8.0,0.8571428571428571,0.4081632653061224,0.0,-8.857142857142858,11111111
459008,-2.0000000000000004,-7.020408163265307,1.0,8.0,0.8775510204081632,0.4081632653061224,0.0,-9.020408163265307,00000000
459264,-2.0000000000000004,-7.183673469387754,1.0,8.0,0.8979591836734693,0.4081632653061224,0.0,-9.183673469387754,11111111
459520,-2.0,-7.3469387755102025,1.0,8.0,0.9183673469387754,0.4081632653061224,0.0,-9.346938775510203,11111111
459776,-1.9999999999999996,-7.5102040816326525,1.0,8.0,0.9387755102040816,0.4081632653061224,0.0,-9.510204081632653,11111111
460032,-2.0000000000000004,-7.6734693877551035,1.0,8.0,0.9591836734693876,0.4081632653061224,0.0,-9.673469387755102,11111111
460288,-2.000000000000002,-7.83673469387755,1.0,8.0,0.979591836734694,0.4081632653061224,0.0,-9.836734693877553,11111111
460544,-2.0,-8.0,1.0,8.0,1.0,0.4081632653061224,0.0,-10.0,11111111
460800,-2.897959183673468,0.0,0.0,8.0,0.0,0.4489795918367345,1.0,-2.897959183673468,10101010
461056,-2.897959183673469,0.16326530612244894,0.0,8.0,0.020408163265306117,0.4489795918367345,1.0,-2.7346938775510203,10101010
461312,-2.641057045185715,-0.0,0.25,8.0,0.040816326530612235,0.4489795918367345,0.25,-2.641057045185715,10111110
461568,-2.413311992665566,-0.24489795918367346,0.5625,8.0,0.061224489795918366,0.4489795918367345,0.0625,-2.6582099518492392,11111110
461824,-2.4133119926655637,-0.32653061224489793,0.5625,8.0,0.08163265306122447,0.4489795918367345,0.0625,-2.739842604910462,00001000
462080,-2.413311992665565,-0.4081632653061224,0.5625,8.0,0.1020408163265306,0.4489795918367345,0.0625,-2.8214752579716875,10000000
462336,-2.0000000000000013,-0.979591836734694,1.0,8.0,0.12244897959183673,0.4489795918367345,0.0,-2.979591836734695,11111111
462592,-2.0,-1.1428571428571428,1.0,8.0,0.14285714285714285,0.4489795918367345,0.0,-3.1428571428571432,11111111
462848,-2.000000000000001,-1.3061224489795915,1.0,8.0,0.16326530612244894,0.4489795918367345,0.0,-3.3061224489795924,00000000
463104,-2.0,-1.469387755102041,1.0,8.0,0.18367346938775508,0.4489795918367345,0.0,-3.4693877551020407,11111111
463360,-2.0,-1.6326530612244896,1.0,8.0,0.2040816326530612,0.4489795918367345,0.0,-3.6326530612244903,11111111
463616,-2.000000000000001,-1.7959183673469383,1.0,8.0,0.22448979591836726,0.4489795918367345,0.0,-3.795918367346939,11111111
463872,-2.0000000000000004,-1.959183673469388,1.0,8.0,0.24489795918367346,0.4489795918367345,0.0,-3.9591836734693877,11111111
464128,-2.000000000000001,-2.1224489795918364,1.0,8.0,0.26530612244897955,0.4489795918367345,0.0,-4.122448979591837,00000000
464384,-2.0000000000000004,-2.2857142857142856,1.0,8.0,0.2857142857142857,0.4489795918367345,0.0,-4.285714285714287,11111111
464640,-2.000000000000001,-2.4489795918367343,1.0,8.0,0.3061224489795918,0.4489795918367345,0.0,-4.4489795918367365,11111111
464896,-2.0000000000000004,-2.6122448979591835,1.0,8.0,0.32653061224489793,0.4489795918367345,0.0,-4.612244897959183,00000000
465152,-2.0000000000000018,-2.7755102040816326,1.0,8.0,0.3469387755102041,0.4489795918367345,0.0,-4.775510204081634,11111111
465408,-2.000000000000002,-2.9387755102040813,1.0,8.0,0.36734693877551017,0.4489795918367345,0.0,-4.938775510204083,00000000
465664,-2.000000000000001,-3.1020408163265305,1.0,8.0,0.3877551020408163,0.4489795918367345,0.0,-5.102040816326531,11111111
465920,-2.000000000000001,-3.2653061224489783,1.0,8.0,0.4081632653061224,0.4489795918367345,0.0,-5.2653061224489806,11111111
466176,-2.000000000000001,-3.4285714285714284,1.0,8.0,0.42857142857142855,0.4489795918367345,0.0,-5.428571428571429,11111111
466432,-2.000000000000001,-3.591836734693877,1.0,8.0,0.4489795918367345,0.4489795918367345,0.0,-5.591836734693878,11111111
466688,-2.0000000000000004,-3.7551020408163263,1.0,8.0,0.4693877551020408,0.4489795918367345,0.0,-5.755102040816327,11111111
466944,-2.000000000000001,-3.918367346938776,1.0,8.0,0.4897959183673469,0.4489795918367345,0.0,-5.918367346938775,11111111
467200,-2.0000000000000004,-4.081632653061225,1.0,8.0,0.5102040816326531,0.4489795918367345,0.0,-6.0816326530612255,11111111
467456,-2.0,-4.244897959183673,1.0,8.0,0.5306122448979591,0.4489795918367345,0.0,-6.244897959183673,11111111
467712,-2.0000000000000027,-4.408163265306122,1.0,8.0,0.5510204081632653,0.4489795918367345,0.0,-6.408163265306125,11111111
467968,-2.0,-4.571428571428571,1.0,8.0,0.5714285714285714,0.4489795918367345,0.0,-6.571428571428571,11111111
468224,-2.0000000000000018,-4.7346938775510194,1.0,8.0,0.5918367346938775,0.4489795918367345,0.0,-6.734693877551023,11111111
468480,-2.000000000000001,-4.897959183673469,1.0,8.0,0.6122448979591836,0.4489795918367345,0.0,-6.8979591836734695,11111111
468736,-2.0000000000000013,-5.061224489795918,1.0,8.0,0.6326530612244897,0.4489795918367345,0.0,-7.061224489795919,11111111
468992,-2.0000000000000004,-5.224489795918367,1.0,8.0,0.6530612244897959,0.4489795918367345,0.0,-7.224489795918367,11111111
469248,-2.000000000000002,-5.387755102040817,1.0,8.0,0.6734693877551021,0.4489795918367345,0.0,-7.387755102040819,11111111
469504,-2.0000000000000004,-5.551020408163265,1.0,8.0,0.6938775510204082,0.4489795918367345,0.0,-7.551020408163266,00000000
469760,-2.0,-5.7142857142857135,1.0,8.0,0.7142857142857142,0.4489795918367345,0.0,-7.7142857142857135,11111111
470016,-2.0000000000000004,-5.877551020408162,1.0,8.0,0.7346938775510203,0.4489795918367345,0.0,-7.877551020408162,11111111
470272,-2.000000000000001,-6.040816326530613,1.0,8.0,0.7551020408163265,0.4489795918367345,0.0,-8.040816326530612,00000000
470528,-2.0000000000000013,-6.204081632653061,1.0,8.0,0.7755102040816326,0.4489795918367345,0.0,-8.204081632653063,11111111
470784,-2.0,-6.367346938775508,1.0,8.0,0.7959183673469387,0.4489795918367345,0.0,-8.367346938775508,11111111
471040,-2.000000000000001,-6.530612244897957,1.0,8.0,0.8163265306122448,0.4489795918367345,0.0,-8.530612244897961,11111111
471296,-2.0000000000000018,-6.693877551020408,1.0,8.0,0.836734693877551,0.4489795918367345,0.0,-8.69387755102041,00000000
471552,-2.0000000000000004,-6.857142857142858,1.0,8.0,0.8571428571428571,0.4489795918367345,0.0,-8.857142857142858,11111111
471808,-2.0000000000000004,-7.020408163265307,1.0,8.0,0.8775510204081632,0.4489795918367345,0.0,-9.020408163265307,11111111
472064,-2.0,-7.183673469387754,1.0,8.0,0.8979591836734693,0.4489795918367345,0.0,-9.183673469387754,11111111
472320,-2.0,-7.3469387755102025,1.0,8.0,0.9183673469387754,0.4489795918367345,0.0,-9.346938775510203,11111111
472576,-2.0,-7.5102040816326525,1.0,8.0,0.9387755102040816,0.4489795918367345,0.0,-9.510204081632653,11111111
472832,-2.0000000000000013,-7.6734693877551035,1.0,8.0,0.9591836734693876,0.4489795918367345,0.0,-9.673469387755103,00000000
473088,-2.0000000000000013,-7.83673469387755,1.0,8.0,0.979591836734694,0.4489795918367345,0.0,-9.836734693877553,00000000
473344,-2.0,-8.0,1.0,8.0,1.0,0.4489795918367345,0.0,-10.0,11111111
473600,-2.979591836734695,0.0,0.0,8.0,0.0,0.4897959183673469,1.0,-2.979591836734695,10101010
473856,-2.979591836734695,0.16326530612244894,0.0,8.0,0.020408163265306117,0.4897959183673469,1.0,-2.816326530612246,01010101
474112,-2.709289650347201,-0.0,0.25,8.0,0.040816326530612235,0.4897959183673469,0.25,-2.709289650347201,10000010
